Hourly measurement data supplied by UK-air on 12/04/2020
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Cardiff Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cardiff Newport Road",,,,,,,,,,,,,
Date,Time,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2019-09-21,08:00:00,29.08733,V ugm-3,5.28241,V ugm-3,27.23093,V ugm-3,35.33051,V ugm-3,1.51447,V ugm-3,0.106244,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),88.4,N deg,5,N ms-1,13.3,N degC,15.09508,V ugm-3,33.38242,V ugm-3,56.52789,V ugm-3,25.121,V ugm-3 (Ref.eq),85.6,N deg,5.5,N ms-1,14.6,N degC
2019-09-21,09:00:00,34.02669,V ugm-3,11.97094,V ugm-3,36.81931,V ugm-3,55.17449,V ugm-3,1.51447,V ugm-3,0.094758,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),96.6,N deg,4.8,N ms-1,14.6,N degC,20.35643,V ugm-3,32.7302,V ugm-3,63.94296,V ugm-3,28.02,V ugm-3 (Ref.eq),93.5,N deg,5.1,N ms-1,15.4,N degC
2019-09-21,10:00:00,39.61465,V ugm-3,9.72876,V ugm-3,22.70977,V ugm-3,37.627,V ugm-3,1.99272,V ugm-3,0.091886,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),109.3,N deg,5.2,N ms-1,16,N degC,20.73225,V ugm-3,31.62431,V ugm-3,63.41331,V ugm-3,22.223,V ugm-3 (Ref.eq),110.7,N deg,5.1,N ms-1,16.2,N degC
2019-09-21,11:00:00,45.60175,V ugm-3,10.64083,V ugm-3,38.32881,V ugm-3,54.64453,V ugm-3,1.51447,V ugm-3,0.074658,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),114.9,N deg,5.7,N ms-1,17.1,N degC,20.23116,V ugm-3,32.44078,V ugm-3,63.46146,V ugm-3,24.155,V ugm-3 (Ref.eq),107.8,N deg,5.4,N ms-1,16.7,N degC
2019-09-21,12:00:00,57.97509,V ugm-3,3.99031,V ugm-3,20.14396,V ugm-3,26.26235,V ugm-3,0.63767,V ugm-3,0.045943,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),118.1,N deg,5.6,N ms-1,17.9,N degC,18.10157,V ugm-3,37.7284,V ugm-3,65.48375,V ugm-3,28.02,V ugm-3 (Ref.eq),113.9,N deg,5.1,N ms-1,17.1,N degC
2019-09-21,13:00:00,64.11186,V ugm-3,18.24142,V ugm-3,67.18706,V ugm-3,95.15685,V ugm-3,1.83331,V ugm-3,0.045943,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),127.2,N deg,5.2,N ms-1,18.6,N degC,16.81755,V ugm-3,38.97496,V ugm-3,64.76151,V ugm-3,30.918,V ugm-3 (Ref.eq),114.6,N deg,3.4,N ms-1,17.3,N degC
2019-09-21,14:00:00,79.07961,V ugm-3,2.09016,V ugm-3,17.58125,V ugm-3,20.78612,V ugm-3,1.35505,V ugm-3,0.117729,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),132,N deg,5.4,N ms-1,18.9,N degC,20.41907,V ugm-3,47.0791,V ugm-3,78.38791,V ugm-3,23.189,V ugm-3 (Ref.eq),118.5,N deg,3.2,N ms-1,17.4,N degC
2019-09-21,15:00:00,71.1966,V ugm-3,1.14009,V ugm-3,22.57106,V ugm-3,24.31917,V ugm-3,4.22458,V ugm-3,0.169414,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),131.2,N deg,5.2,N ms-1,18.7,N degC,24.14586,V ugm-3,53.40222,V ugm-3,90.42536,V ugm-3,29.952,V ugm-3 (Ref.eq),123.9,N deg,3.6,N ms-1,17.5,N degC
2019-09-21,16:00:00,76.33553,V ugm-3,1.14009,V ugm-3,20.09792,V ugm-3,21.84603,V ugm-3,3.02894,V ugm-3,0.094758,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),127.6,N deg,4.7,N ms-1,17.8,N degC,28.15451,V ugm-3,56.88567,V ugm-3,100.05532,V ugm-3,41.547,V ugm-3 (Ref.eq),119,N deg,3.8,N ms-1,17.5,N degC
2019-09-21,17:00:00,68.90154,V ugm-3,0.68405,V ugm-3,21.91597,V ugm-3,22.96483,V ugm-3,4.86225,V ugm-3,0.109115,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),114.1,N deg,4,N ms-1,17.1,N degC,27.49684,V ugm-3,56.25699,V ugm-3,98.41823,V ugm-3,36.716,V ugm-3 (Ref.eq),105.6,N deg,4,N ms-1,17.4,N degC
2019-09-21,18:00:00,67.2052,V ugm-3,0.79806,V ugm-3,23.91987,V ugm-3,25.14355,V ugm-3,2.94923,V ugm-3,0.117729,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),96.3,N deg,3.4,N ms-1,16.6,N degC,28.21715,V ugm-3,55.92293,V ugm-3,99.18863,V ugm-3,21.256,V ugm-3 (Ref.eq),96.1,N deg,3.6,N ms-1,17.1,N degC
2019-09-21,19:00:00,67.65423,V ugm-3,0.79806,V ugm-3,20.68124,V ugm-3,21.90492,V ugm-3,2.07243,V ugm-3,0.117729,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),89.5,N deg,3.4,N ms-1,16.3,N degC,18.07025,V ugm-3,46.92489,V ugm-3,74.63222,V ugm-3,19.324,V ugm-3 (Ref.eq),96.9,N deg,4,N ms-1,16.9,N degC
2019-09-21,20:00:00,62.46541,V ugm-3,1.17809,V ugm-3,24.39708,V ugm-3,26.20347,V ugm-3,1.7536,V ugm-3,0.152187,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),85.2,N deg,3.5,N ms-1,16.1,N degC,28.02924,V ugm-3,63.86687,V ugm-3,106.84445,V ugm-3,28.02,V ugm-3 (Ref.eq),96.2,N deg,3.9,N ms-1,16.8,N degC
2019-09-21,21:00:00,61.66713,V ugm-3,1.17809,V ugm-3,25.75142,V ugm-3,27.5578,V ugm-3,2.07243,V ugm-3,0.126344,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),84.6,N deg,3.3,N ms-1,15.9,N degC,28.46769,V ugm-3,72.24676,V ugm-3,115.89661,V ugm-3,30.918,V ugm-3 (Ref.eq),92,N deg,3.2,N ms-1,16.8,N degC
2019-09-21,22:00:00,61.81681,V ugm-3,1.63413,V ugm-3,28.58523,V ugm-3,31.09085,V ugm-3,1.99272,V ugm-3,0.149314,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),82.7,N deg,3,N ms-1,15.7,N degC,18.60265,V ugm-3,61.9017,V ugm-3,90.42536,V ugm-3,30.918,V ugm-3 (Ref.eq),94.3,N deg,2.7,N ms-1,16.8,N degC
2019-09-21,23:00:00,54.63229,V ugm-3,1.78614,V ugm-3,30.88416,V ugm-3,33.62287,V ugm-3,1.7536,V ugm-3,0.146444,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),84.1,N deg,3,N ms-1,15.8,N degC,16.19119,V ugm-3,57.46189,V ugm-3,82.28804,V ugm-3,22.223,V ugm-3 (Ref.eq),96.8,N deg,2.4,N ms-1,16.8,N degC
2019-09-21,24:00:00,50.5411,V ugm-3,1.93815,V ugm-3,28.47237,V ugm-3,31.44416,V ugm-3,2.23185,V ugm-3,0.140701,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),68.7,N deg,2.8,N ms-1,15.8,N degC,13.30998,V ugm-3,48.30145,V ugm-3,68.70979,V ugm-3,26.087,V ugm-3 (Ref.eq),85.4,N deg,3.1,N ms-1,17,N degC
2019-09-22,01:00:00,48.62856,V ugm-3,2.24314,V ugm-3,30.49371,V ugm-3,33.93314,V ugm-3,1.06754,V ugm-3,0.13773,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),121.1,N deg,4,N ms-1,15.7,N degC,7.89862,V ugm-3,45.84744,V ugm-3,57.95847,V ugm-3,25.121,V ugm-3 (Ref.eq),126.5,N deg,5.1,N ms-1,17.7,N degC
2019-09-22,02:00:00,46.69938,V ugm-3,2.29412,V ugm-3,30.02005,V ugm-3,33.53765,V ugm-3,1.60131,V ugm-3,0.152076,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),119.1,N deg,4.1,N ms-1,15.6,N degC,5.04634,V ugm-3,38.81551,V ugm-3,46.55312,V ugm-3,26.087,V ugm-3 (Ref.eq),124.3,N deg,5.7,N ms-1,17.6,N degC
2019-09-22,03:00:00,56.37853,V ugm-3,2.02647,V ugm-3,13.44409,V ugm-3,16.55131,V ugm-3,1.52124,V ugm-3,0.146338,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),127.6,N deg,4.1,N ms-1,15.5,N degC,3.7299,V ugm-3,28.15962,V ugm-3,33.87872,V ugm-3,18.358,V ugm-3 (Ref.eq),132.7,N deg,5.9,N ms-1,17.6,N degC
2019-09-22,04:00:00,52.93594,V ugm-3,2.06471,V ugm-3,11.42778,V ugm-3,14.59362,V ugm-3,0.88072,V ugm-3,0.126252,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),146.5,N deg,4.8,N ms-1,15.7,N degC,2.006,V ugm-3,18.7068,V ugm-3,21.78262,V ugm-3,22.223,V ugm-3 (Ref.eq),148.7,N deg,6.5,N ms-1,17.7,N degC
2019-09-22,05:00:00,45.00304,V ugm-3,1.87353,V ugm-3,16.88208,V ugm-3,19.75478,V ugm-3,0.88072,V ugm-3,0.131991,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),155.2,N deg,5.5,N ms-1,16,N degC,1.47316,V ugm-3,17.74073,V ugm-3,19.99953,V ugm-3,19.324,V ugm-3 (Ref.eq),161.4,N deg,7.2,N ms-1,17.4,N degC
2019-09-22,06:00:00,44.554,V ugm-3,2.21765,V ugm-3,13.03231,V ugm-3,16.43266,V ugm-3,1.20098,V ugm-3,0.152076,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),152.4,N deg,5.2,N ms-1,16.1,N degC,2.69556,V ugm-3,27.52877,V ugm-3,31.6619,V ugm-3,16.425,V ugm-3 (Ref.eq),150.9,N deg,6.8,N ms-1,17,N degC
2019-09-22,07:00:00,34.27615,V ugm-3,3.74706,V ugm-3,23.8571,V ugm-3,29.60252,V ugm-3,1.44118,V ugm-3,0.143468,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),171.2,N deg,5.8,N ms-1,16.2,N degC,2.13137,V ugm-3,17.45435,V ugm-3,20.7224,V ugm-3,14.493,V ugm-3 (Ref.eq),170.2,N deg,7.5,N ms-1,16.8,N degC
2019-09-22,08:00:00,43.2568,V ugm-3,4.05294,V ugm-3,27.00683,V ugm-3,33.22126,V ugm-3,1.20098,V ugm-3,0.111905,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),179,N deg,3.9,N ms-1,16.2,N degC,6.26874,V ugm-3,19.88135,V ugm-3,29.49328,V ugm-3,11.594,V ugm-3 (Ref.eq),180.4,N deg,5.5,N ms-1,17,N degC
2019-09-22,09:00:00,51.33938,V ugm-3,2.44706,V ugm-3,17.01118,V ugm-3,20.76329,V ugm-3,1.04085,V ugm-3,0.097559,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),202.4,N deg,4.7,N ms-1,16.2,N degC,9.52849,V ugm-3,23.65402,V ugm-3,38.26416,V ugm-3,7.73,V ugm-3 (Ref.eq),197.7,N deg,6.4,N ms-1,17,N degC
2019-09-22,10:00:00,49.34368,V ugm-3,2.94412,V ugm-3,14.35068,V ugm-3,18.86493,V ugm-3,0.96078,V ugm-3,0.097559,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),199,N deg,5,N ms-1,16.7,N degC,18.80622,V ugm-3,32.8013,V ugm-3,61.6371,V ugm-3,3.865,V ugm-3 (Ref.eq),197.9,N deg,6.8,N ms-1,17,N degC
2019-09-22,11:00:00,50.89035,V ugm-3,2.48529,V ugm-3,10.60492,V ugm-3,14.41565,V ugm-3,0.96078,V ugm-3,0.103297,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),198.3,N deg,4.8,N ms-1,17.3,N degC,12.81958,V ugm-3,23.86064,V ugm-3,43.51705,V ugm-3,1.932,V ugm-3 (Ref.eq),203.8,N deg,5.8,N ms-1,16.9,N degC
2019-09-22,12:00:00,49.14411,V ugm-3,2.90588,V ugm-3,14.17201,V ugm-3,18.62763,V ugm-3,0.96078,V ugm-3,0.100427,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),188.2,N deg,4.7,N ms-1,17.9,N degC,5.92396,V ugm-3,13.90413,V ugm-3,22.98741,V ugm-3,0.966,V ugm-3 (Ref.eq),195,N deg,5.1,N ms-1,17.1,N degC
2019-09-22,13:00:00,53.98369,V ugm-3,2.48529,V ugm-3,11.49478,V ugm-3,15.30551,V ugm-3,1.04085,V ugm-3,0.088951,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),186.2,N deg,5.5,N ms-1,18.2,N degC,3.60453,V ugm-3,10.18361,V ugm-3,15.71047,V ugm-3,-0.966,V ugm-3 (Ref.eq),191.2,N deg,6.3,N ms-1,17.4,N degC
2019-09-22,14:00:00,52.68648,V ugm-3,2.37059,V ugm-3,12.20457,V ugm-3,15.83942,V ugm-3,1.68138,V ugm-3,0.068865,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),190.9,N deg,6.2,N ms-1,18,N degC,1.7239,V ugm-3,5.26015,V ugm-3,7.90343,V ugm-3,-3.865,V ugm-3 (Ref.eq),191.9,N deg,7.2,N ms-1,17.5,N degC
2019-09-22,15:00:00,51.18971,V ugm-3,2.37059,V ugm-3,13.45037,V ugm-3,17.08522,V ugm-3,1.52124,V ugm-3,0.057387,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),193.3,N deg,5.9,N ms-1,17.7,N degC,1.31644,V ugm-3,5.59577,V ugm-3,7.61428,V ugm-3,2.899,V ugm-3 (Ref.eq),194.1,N deg,7.2,N ms-1,17.4,N degC
2019-09-22,16:00:00,48.99444,V ugm-3,2.82941,V ugm-3,14.94182,V ugm-3,19.2802,V ugm-3,1.28105,V ugm-3,0.077473,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),194.5,N deg,5.2,N ms-1,17.2,N degC,1.91197,V ugm-3,8.48978,V ugm-3,11.42142,V ugm-3,2.899,V ugm-3 (Ref.eq),195.8,N deg,7.1,N ms-1,17.3,N degC
2019-09-22,17:00:00,48.14626,V ugm-3,2.82941,V ugm-3,16.1283,V ugm-3,20.46667,V ugm-3,1.04085,V ugm-3,0.088951,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),194.9,N deg,4.7,N ms-1,16.3,N degC,1.37912,V ugm-3,6.84902,V ugm-3,8.96365,V ugm-3,1.932,V ugm-3 (Ref.eq),195.7,N deg,7.1,N ms-1,17.1,N degC
2019-09-22,18:00:00,48.94454,V ugm-3,2.37059,V ugm-3,17.42505,V ugm-3,21.05991,V ugm-3,0.72059,V ugm-3,0.074603,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),212.3,N deg,4.3,N ms-1,15.5,N degC,0.78359,V ugm-3,7.37662,V ugm-3,8.57811,V ugm-3,2.899,V ugm-3 (Ref.eq),198,N deg,7.2,N ms-1,16.8,N degC
2019-09-22,19:00:00,41.2611,V ugm-3,2.6,V ugm-3,22.3531,V ugm-3,26.33971,V ugm-3,1.04085,V ugm-3,0.086081,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),259.2,N deg,4,N ms-1,15,N degC,1.003,V ugm-3,9.88351,V ugm-3,11.42142,V ugm-3,7.73,V ugm-3 (Ref.eq),241,N deg,5.9,N ms-1,16.5,N degC
2019-09-22,20:00:00,46.49981,V ugm-3,2.14118,V ugm-3,12.79362,V ugm-3,16.07672,V ugm-3,0.96078,V ugm-3,0.077473,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),265.4,N deg,4.8,N ms-1,14.7,N degC,1.41047,V ugm-3,17.83684,V ugm-3,19.99953,V ugm-3,7.73,V ugm-3 (Ref.eq),260.8,N deg,6.4,N ms-1,16.1,N degC
2019-09-22,21:00:00,52.98584,V ugm-3,1.8353,V ugm-3,7.44892,V ugm-3,10.263,V ugm-3,0.64052,V ugm-3,0.065995,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),262.5,N deg,4.6,N ms-1,14.6,N degC,0.40747,V ugm-3,13.49537,V ugm-3,14.12015,V ugm-3,6.763,V ugm-3 (Ref.eq),262.9,N deg,6.3,N ms-1,16,N degC
2019-09-22,22:00:00,47.8968,V ugm-3,2.21765,V ugm-3,11.07463,V ugm-3,14.47498,V ugm-3,0.64052,V ugm-3,0.086081,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),275.3,N deg,6.3,N ms-1,14.8,N degC,0.65822,V ugm-3,10.55674,V ugm-3,11.56599,V ugm-3,5.797,V ugm-3 (Ref.eq),265,N deg,6.9,N ms-1,16.1,N degC
2019-09-22,23:00:00,46.5497,V ugm-3,2.21765,V ugm-3,10.89666,V ugm-3,14.29701,V ugm-3,0.72059,V ugm-3,0.088951,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),276,N deg,5.2,N ms-1,13.8,N degC,1.56719,V ugm-3,16.87367,V ugm-3,19.27665,V ugm-3,4.831,V ugm-3 (Ref.eq),274.2,N deg,6.9,N ms-1,15.6,N degC
2019-09-22,24:00:00,47.44777,V ugm-3,2.29412,V ugm-3,6.98269,V ugm-3,10.50029,V ugm-3,0.72059,V ugm-3,0.074603,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),274.5,N deg,4.8,N ms-1,13.4,N degC,0.84628,V ugm-3,8.38891,V ugm-3,9.68652,V ugm-3,4.831,V ugm-3 (Ref.eq),270.4,N deg,6.6,N ms-1,15.4,N degC
2019-09-23,01:00:00,50.02555,V ugm-3,4.25709,V ugm-3,5.58456,V ugm-3,12.112,V ugm-3,0.64337,V ugm-3,0.057346,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),261.7,N deg,3.7,N ms-1,11.9,N degC,0.41827,V ugm-3,3.73184,V ugm-3,4.37317,V ugm-3,0.966,V ugm-3 (Ref.eq),257.9,N deg,5.9,N ms-1,14.1,N degC
2019-09-23,02:00:00,41.41078,V ugm-3,4.82128,V ugm-3,8.46464,V ugm-3,15.85716,V ugm-3,0.7506,V ugm-3,0.087931,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),257.9,N deg,3.2,N ms-1,11.5,N degC,0.29279,V ugm-3,6.561,V ugm-3,7.00993,V ugm-3,1.932,V ugm-3 (Ref.eq),256.2,N deg,5.2,N ms-1,14.4,N degC
